user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,source,is_retweet,hashtags
Daren Haines,Cinderford,This account is an autobiographical parody. I am continually searching for a word to describe my life while watching life pass me by.,20-10-2015 18:51,17,21,3,FALSE,25-07-2020 11:34,@TheSun I wonder how many people are using their #facemask to shoplift without the fear of being identified?… https://t.co/x6mcpKsNCU,Mobile Web (M2),FALSE,['traveling']
Samarth Tv,"Bhubaneshwar, India","Welcome to our Official Channel Of Samarth Media & Entertainment. News & Entertainment Channel 
#SamarthtvNews
#Samarthtv
#SamarthEntertainment",06-04-2020 07:04,4,15,4,FALSE,25-07-2020 11:34,"#CoronaWatch

◾ 13,36,861 total confirmed cases
◾ 8,49,432 cases cured/recovered 
◾ 1,58,49,068 samples tested 

He… https://t.co/0eLhqJIGtC",Twitter for Android,FALSE,['rules']
bob archer,barrow-in-furness,"oldest teddy boy in town. still got sideburns,even though theyre white",25-05-2013 16:03,66,141,1227,FALSE,25-07-2020 11:34,"Hold a public inquiry into the Government's handling of the Covid-19 pandemic 
#Covid19 - Sign the Petition!… https://t.co/NYguQRpDll",Twitter Web App,FALSE,['traffic']
Junior,"City of Brasília, Brazil","Master degree in Geography; Enviromental researcher; Custom motorbike rider; Malú's Daddy; Read, Travel lover and Catholic.",13-12-2019 14:44,155,265,67329,FALSE,25-07-2020 11:34,I'm just thinking about a student opening a History book to study to an big exam an seeing this picture - the Brazi… https://t.co/LL0686HPul,Twitter for Android,FALSE,['traffic']
Top Virtual Staffing Solutions,"Maryland, USA","Top Virtual Staffing Solutions is a premier virtual assistant agency to meet your hiring needs for growth, learning, and innovation! Text/Call 866-887-7821",16-11-2019 00:53,10,67,178,FALSE,25-07-2020 11:34,@BarackObama Not sure if I missed it but another concern @sarahzhang @DrDenaGrayson is the amount it will all cost… https://t.co/b0ypGkDBLb,Twitter for iPhone,FALSE,['COVID19']
King Kozelle,"Melbourne, Victoria",Do the right thing. Speak your mind. Fight for freedom and friendship. Value humor. Never cower to fear nor the mob. And believe in a world where truth is King.,05-09-2017 04:07,4,94,1,FALSE,25-07-2020 11:34,"@destructoamf @Friendship As a lifelong Seinfeldesque germaphobe, https://t.co/5Gi1SVFqQ2 is very reassuring resear… https://t.co/mi1aXsuDE9",Twitter for iPhone,FALSE,['traffic']
Engro Foundation,,,18-09-2013 07:11,2521,238,176,FALSE,25-07-2020 11:34,Getting yourself screened at the entrance of the maweshi mandi should be your priority this time around. Not just f… https://t.co/iLmomLYVUQ,Twitter for Android,FALSE,['US']
virgiliocorrado,the lightbulb moment centre,,10-06-2008 13:03,845,2757,2627,FALSE,25-07-2020 11:34,"@USATODAY so if a child catches #Covid19 and brings it home where a family member or family friend contracts it, wh… https://t.co/O7IoYEoEYf",Twitter Web App,FALSE,['vaccine injection']
QBS Radio,"Doha, Qatar","QBS Radio 97.5FM The official account for #QBSRadio🎙 For all advertising enquiries, please email us on: info@qbsradio.qa",01-10-2018 08:06,389,17,20,FALSE,25-07-2020 11:34,"The ministry also announced 330 additional cases of recovery, bringing the total number of recoveries to 105,750.… https://t.co/rAZQPnSwCU",Twitter for iPhone,FALSE,['vaccine injection']
Rad to the bone,,One had better die fighting against injustice than to die like a dog or a rat in a trap -Ida. B. Wells,11-08-2015 16:11,530,364,10927,FALSE,25-07-2020 11:34,White neighborhoods have more access to #COVID19 testing sites—even as the disease is hitting Black and Hispanic co… https://t.co/CCqwdETi4D,Twitter for Android,FALSE,['United States']
tlwk,,,01-10-2019 12:30,8,48,21,FALSE,25-07-2020 11:34,How #HongKong Government stop you from going to beach! #COVID19 #Coronavirus https://t.co/HT1dmogJTV,Twitter Web App,FALSE,['US']
the black mommy activist,"Baltimore, MD","Award-Winning Radio Host of ""Today with Dr. Kaye"" on WEAA/Afro columnist/College Prof/2019 Essence Woke 100 List/Author/Creator of #BlackCovidStories",01-07-2011 18:59,9289,1418,21159,FALSE,25-07-2020 11:34,#COVID19 has aged me,Twitter for iPhone,FALSE,['Stay at home']
Toon Seri Anthraxxxx,South East Asia ,An Independent Political Liar and a part time ahli falsampah. I also insult stupid politicians for fun. Disclaimer: My drivel is not meant to be taken seriously,10-04-2009 10:47,18980,4335,494,FALSE,25-07-2020 11:34,This is heartbreaking. Kuching FA football player Joseph Kalang Tie had to be quarantined at home after he was expo… https://t.co/TnJjYsQGXi,Twitter for Android,FALSE,['other tweets related to China']
Hezion M Kwena,,I make #YouTube #Tech videos. Subscribe here 👇🏾 🤓,26-10-2017 11:38,415,85,5581,FALSE,25-07-2020 11:34,In this episode we talk about our experiences outdoors before Quarantine 🔥. However things change to how I got my h… https://t.co/HdxHdeTTP7,Twitter for Android,FALSE,['vaccine injection']
US-Botschaft Berlin,Berlin,Diplomatische Vertretungen der 🇺🇸Vereinigten Staaten von Amerika in Deutschland,26-06-2009 07:36,26859,672,3958,TRUE,25-07-2020 11:34,"Today would have been @csdberlin. No parade this year due to #COVID19, so we are taking the opportunity to virtuall… https://t.co/sZhS7GxuF8",Twitter for iPhone,FALSE,['other tweets related to China']
India Blooms,India,A news and reference portal on India and a 24X7 news service,10-10-2009 11:19,15241,2445,17,FALSE,25-07-2020 11:34,"COVID-19: 2,984 fresh cases in UP; active cases cross
https://t.co/3VGaGtAklL
#Coronavirus, #COVID19, #UP",Twitter Web App,FALSE,['other tweets related to China']
The Coronavirus Gazette,,"Global updates on the spreading ""Coronavirus Disease 2019"" (COVID-19) and other breaking news. Non-virus reports are under ""Special Report""",09-03-2020 01:00,181,11,14,FALSE,25-07-2020 11:34,"Kuwait reports 684 new #COVID19 cases along with 692 new recoveries

https://t.co/RTFv3zOH6n https://t.co/BKLF9550zO",TweetDeck,FALSE,['wash hands']
Ramon OneCall,"Indianapolis, IN",Staffing Specialist / Immigration Specialist / Pharmacy Specialist,16-03-2014 16:57,58,369,294,FALSE,25-07-2020 11:34,The government needs to step in and save American businesses or the US is going to spiral into a second Great Depre… https://t.co/cPpmNO3z5Q,Twitter for iPhone,FALSE,['other tweets related to China']
G X,"Rickmansworth, East",Fed up with same shit different day Wana get sorted and b the best. acitvst by nite volunteer by day(and a skitzoeffective disorder sprinkled on top),10-12-2019 19:54,12,43,85,FALSE,25-07-2020 11:34,Here's more hashes so more people can see others r getting tired of seeing evidence Wayfair Maddy mcann etc but not… https://t.co/pxOdNl6SvM,Twitter for Android,FALSE,['Wuhan']
Dr Mark D'Arcy,"England, United Kingdom",A Dr in molecular biology and a university lecturer. I am also an advocate of science and critical thinking and run the Science on the Edge podcast series,27-05-2017 12:07,19666,14085,37256,FALSE,25-07-2020 11:34,"Coronavirus-infected cells sprout filaments that may spread the virus #Science #COVID19

https://t.co/vJSsjrOpP6",Twitter for Android,FALSE,['China news']
Vera Mironova,"Cambridge, MA",Research Fellow at @Harvard. Author of “From Freedom Fighters to Jihadists. Human Resources of Non State Armed Groups” (OUP).Regular contributor @ForeignPolicy,28-08-2012 19:48,5028,3012,8121,FALSE,25-07-2020 11:34,According to several women I talked to in #Alhol (and internal social media) they got the first #COVID19 case. One… https://t.co/HvCZOjdAhR,Twitter for iPhone,FALSE,['Wuhan']
In&Vertebrates,,#Openaccess initiative reducing #knowledge waste in life #sciences. Bring #science further by saving time and money. Details: contact@inandvertebrates.com,27-06-2016 14:41,3738,737,1900,FALSE,25-07-2020 11:34,"Most of the SRAS-CoV-2 experiments are made available! 
Can we do this for all kind of research?… https://t.co/PBC1CBsyRL",TweetDeck,FALSE,['3M9501']
Ginger Gorman 🌈,"No, I don't live in Sydney or Melbourne. Stop asking.","Journalist on radio, online & TV. My award-winning book is “Troll Hunting”. Order here: https://t.co/94g833tUKU I do also laugh & wear lipstick 💄.",15-01-2009 22:17,12713,7292,22966,TRUE,25-07-2020 11:33,Don’t wear a mask with a valve during #covid19 https://t.co/t1lCrRMSvF,Twitter for iPhone,FALSE,['China Coronavirus Updates']
Covid-19 Food/Future,Africa,"A @tmg_think initiative |
Learning from the pandemic to achieve resilient food systems |

#SDG2 #SDG5 #SDG10 #SDG15 #SEWOHLab

Funded by @BMZ_Bund",03-04-2020 07:48,1860,173,901,FALSE,25-07-2020 11:33,"#KENYA- As food systems experts warn of a deepening food crisis due to #COVID19, the govt states projects a surplus… https://t.co/f0lWenMmvW",Twitter Web App,FALSE,['mask types']
💜🌞🌠ꍏꈤꁅꏂꋪ7⚡🌈🌄⛺,"Cazenovia, NY","I am the personification of ANGER⚡. Anger not as a force of destruction, but rather as a creative, if chaotic, energy of CHANGE.🌈 Popular on Facebook til 2013.",28-03-2017 20:02,1710,4954,6674,FALSE,25-07-2020 11:33,@Shoggoth_Queen But I am refusing it NOT to prove myself tough but to avoid unpleasant side effects. I have had to… https://t.co/QlydEbXT90,Twitter Web App,FALSE,['Mask shortage']
Sally Biddulph,"London, England","Reporter/Presenter for ITV News & ITV London, an early bird on your screens. Proud wife & mum to Twincesses. All views are my own.",22-07-2011 16:12,4759,614,27,TRUE,25-07-2020 11:33,"Your latest @itvnews with me at 1310 - #PHE report shows link between #obesity and risk of dying from #Covid19, new… https://t.co/uWoHn0vZwI",Twitter Web App,FALSE,['3M8210'] 
Bianca Kotze,"Cape Town, South Africa","@bee_the_cool_kid
Artist
Hairstylist in Previous life
Cannabis grower
Fibromyalgia Blogger: CapeTownFibroChick
World Lover",10-10-2010 05:45,52,232,494,FALSE,25-07-2020 11:33,Thanks to @Cristiano @Ibra_official @lewy_official @JoshuaKimmich @leongoretzka_ for your initiatives to fight… https://t.co/GAA4HJrR57,Global Citizen Mobile App,FALSE,['3M9001']
What Sao carlos,,Fonte de dados apra a revista What Sao Carlos,20-02-2014 14:22,77,123,0,FALSE,25-07-2020 11:33,"Face masks: how important are they in a pandemic? #COVID19 #Coronavirus #PPE

Read @ActaPaulEnferm's... (https://t.co/COTYcZiJ0E)",whatSaoCarlos,FALSE,['3M9322']
Gavin Boyd,youtube.com/mrgavinboyd,Award-winning FE lecturer interested in economic justice. Jungians visit my website for shadow animations.,22-01-2012 15:55,2537,4998,14623,FALSE,25-07-2020 11:33,@CNN Follow epidemiologist Professor @devisridhar for advice on #COVID19,Twitter for iPad,FALSE,['Coronavirus updates']
Simon Bromberg,"Southampton, New York","Groundskeeper at #ngla
Beekeeper at #ngla
Beekeeper at @bestbees
Beekeeper-at-Large",01-02-2018 14:04,18,263,102,FALSE,25-07-2020 11:33,"#Repost crazy.teacher.lady 

If we organize a national teacher strike, we will get our word across #Ohio… https://t.co/RXHS1tbCQJ",Instagram,FALSE,['N95']
Hindustan Petroleum Corporation Limited Jaipur,Jaipur,Official Page Of Hindustan Petroleum Corporation Limited Jaipur To Promote Its Offers In The City.,26-06-2020 05:45,14,3,2,FALSE,25-07-2020 11:33,"In this unprecedented situation, it is very important to take care of yourselves and your loved ones. Check out a f… https://t.co/6OsDFjDNxp",Twitter Web App,FALSE,['Flights'] 
T A R A,"Clearwater, FL",FL grown for the most part. FGCU alum. Social Worker. Strong. Independent. Fearless.,29-08-2011 03:12,143,311,4351,FALSE,25-07-2020 11:33,@SenRickScott why are you not advocating for teachers? You're comfortable with teachers returning to school in the… https://t.co/Pbb488NeA9,Twitter for Android,FALSE,['traffic']
HT Pune,Pune,Latest news from Pune,20-01-2020 10:32,506,0,0,FALSE,25-07-2020 11:33,"Awhad was undergoing treatment at Deenanath hospital after his #COVID19 test reports came positive, said family mem… https://t.co/T1FmB79Qrc",TweetDeck,FALSE,['traveling']
Engro Corporation,Karachi,"Committed to helping solve some of today’s most pressing issues, Engro operates a range of businesses to enable growth for Pakistan",01-08-2013 01:12,7653,226,530,FALSE,25-07-2020 11:33,Getting yourself screened at the entrance of the maweshi mandi should be your priority this time around. Not just f… https://t.co/tOdYFro23F,Twitter for Android,FALSE,['Coronavirus updates']
clynt garnham,UK/Germany,Freelance photographer,13-12-2010 11:29,203,223,15997,FALSE,25-07-2020 11:33,@KatyJayne101 Luckily we do understand #BorisJohnson’s incompetence which allowed #COVID19 death rates to be one of… https://t.co/sXlDEEu9v2,Twitter for iPhone,FALSE,['rules']
Lia Sciortino,"Bangkok,Thailand",global citizen landed in Southeast Asia from Europe - worked with foundations and development organizations - social scientist - founder & director SEA Junction,26-06-2016 04:07,394,1180,5132,FALSE,25-07-2020 11:33,"Keep sharing your stories of coping with #COVID19 and its health, social and economic impacts!
Special Initiatives… https://t.co/M1gYXA5sPM",Twitter Web App,FALSE,['USA']
Modi vs Rahul Hashtag worldwide million views,,2020🇺🇸🇸🇦🇧🇷🇭🇺🇧🇩🇯🇵🇸🇦🇵🇰🇧🇷🇷🇺🇨🇳🇮🇳🇺🇿🇻🇦🇹🇻🇺🇿🇺🇳🇹🇷🇰🇷🇨🇦🇹🇷🇧🇹🇪🇦🇿🇦🇧🇼🇪🇺🇪🇬🇮🇳🇷🇫🇴🇮🇱🇳🇵🇬🇧🇶🇦🇷🇴🇩🇪,03-03-2018 05:32,109,1826,28,FALSE,25-07-2020 11:33,"🇺🇸trends hashtags usa
Follow my account 
1 #BlackLivesMatter 22
2 #AmericasGreatestMistake 20
3 #COVID19 19
4… https://t.co/yrH9rlxXFd",Twitter Web App,FALSE,['US']
The Pakistan,,"We cover all the latest news of Pakistan. Focused on National Politics, Sports, International, Entertainment and much more.. follow us to know more!",06-05-2020 09:43,1216,1839,147,FALSE,25-07-2020 11:33,Here has been a sharp #decline in the number of #coronavirus deaths in #Pakistan as the #COVID19 claimed just 24 li… https://t.co/0SMLpq9isE,Twitter Web App,FALSE,['traveling']
B Armstrong,,"Big U2, Springsteen Liverpool FC fan.",06-10-2012 20:55,29,355,430,FALSE,25-07-2020 11:33,"@BIZZO79 @Anjeew @tanya_slobodian @CNN What 1500000 Americans died from TB in 2018, Holy Shit, they kept that Quiet… https://t.co/aWmVWZEcXA",Twitter Web App,FALSE,['US']
Subhashree Ray,Mumbai | Kolkata,Corporate Medical Services - RIL. PhD - Ketogenic Diet & Refractory Epilepsy. Diabetes Educator (IDF). Current Interest #COVID19 @flameoftruth @reliancejio,26-01-2016 11:22,10739,480,12395,FALSE,25-07-2020 11:33,"#COVID19 situation of South Indian states at a glance: On July 24
1. Testing Statistics: 
A. #TamilNadu &amp;… https://t.co/EtqGEJMCrs",Twitter for Android,FALSE,['U.S. news']
Michelle Novelle,Boston,,04-06-2013 22:59,143,193,364,FALSE,25-07-2020 11:33,@NikkiHaley @realDonaldTrump Thankfully girls everywhere have people like @AOC and @SpeakerPelosi to look up to rat… https://t.co/PdGAoe3BCg,Twitter for iPhone,FALSE,['United States']
SAVE Party of CIT University,"Cebu City, Central Visayas","Students in Action for Values and Empowerment is a student political party of CIT University established in 1998.
#ALLFORSERVICE

 https://t.co/zMxpimKatA",28-02-2019 14:03,82,5,138,FALSE,25-07-2020 11:33,"CORONAVIRUS VACCINE TRACKER

For the latest and complete list, you can head on to this link:… https://t.co/2TTmSU1Elp",Twitter Web App,FALSE,['Vaccine news'] 
SAVE Party of CIT University,"Cebu City, Central Visayas","Students in Action for Values and Empowerment is a student political party of CIT University established in 1998.
#ALLFORSERVICE

 https://t.co/zMxpimKatA",28-02-2019 14:03,82,5,138,FALSE,25-07-2020 11:33,"CORONAVIRUS VACCINE TRACKER

For the latest and complete list, you can head on to this link:… https://t.co/lHYN4wLxxg",Twitter Web App,FALSE,['wear mask']
Deborah Blum,"Cambridge, MA","Book author, science journalist, publisher of Undark, and director of the Knight Science Journalism Program at MIT.",09-09-2009 12:40,39634,891,61642,TRUE,25-07-2020 11:33,More than once. #COVID19 https://t.co/vtiabixRSb,Twitter for iPad,FALSE,['COVID19']
SAVE Party of CIT University,"Cebu City, Central Visayas","Students in Action for Values and Empowerment is a student political party of CIT University established in 1998.
#ALLFORSERVICE

 https://t.co/zMxpimKatA",28-02-2019 14:03,82,5,138,FALSE,25-07-2020 11:33,"CORONAVIRUS VACCINE TRACKER

For the latest and complete list, you can head on to this link:… https://t.co/6PZDYb51u1",Twitter Web App,FALSE,['Stay at home']
SAVE Party of CIT University,"Cebu City, Central Visayas","Students in Action for Values and Empowerment is a student political party of CIT University established in 1998.
#ALLFORSERVICE

 https://t.co/zMxpimKatA",28-02-2019 14:03,82,5,138,FALSE,25-07-2020 11:33,"CORONAVIRUS VACCINE TRACKER

For the latest and complete list, you can head on to this link:… https://t.co/g9Ji848tB1",Twitter Web App,FALSE,['wear mask']
